'eabd817b,arinamaros,2023-04-21 22:28:08,calendar fixes'
'5d147482,Shalini,2023-04-21 22:14:48,fixed image card css for venues'
'f1fd7b31,Shalini,2023-04-21 21:54:27,Merge branch 'main' of https://github.com/TUDublinBlanchBusinessIT/final-year-project-part-2-eventdream'
'26ddfb06,Shalini,2023-04-21 21:54:13,changed css for venue displaygrid'
'75af4ab4,arinamaros,2023-04-21 21:48:46,checkout'
'7a36abaa,arinamaros,2023-04-21 21:13:43,carousel fix'
'80cfa503,arinamaros,2023-04-21 20:35:57,map layout fix'
'58ac54ee,arinamaros,2023-04-21 18:51:08,route fixes'
'a52b1ee5,arinamaros,2023-04-21 18:37:01,stripe'
'15bd6dd9,arinamaros,2023-04-21 14:59:59,test3'
'e9d3ec34,arinamaros,2023-04-21 14:57:53,test2'
'3be62284,arinamaros,2023-04-21 14:54:36,test'
'29145a9c,arinamaros,2023-04-21 14:40:30,css'
'618c5d9f,arinamaros,2023-04-21 14:17:40,margins'
'f9fe4a1e,arinamaros,2023-04-21 13:56:59,layout'
'00d83144,arinamaros,2023-04-21 13:26:55,button colors'
'239c70b0,arinamaros,2023-04-21 13:19:11,centered layout'
'783ff866,arinamaros,2023-04-21 12:52:15,images'
'b3d19f7d,arinamaros,2023-04-21 12:28:39,layout'
'cd0b4d6c,arinamaros,2023-04-21 12:24:12,product and venue filtera'
'b893499d,arinamaros,2023-04-21 12:12:59,products again'
'38c88ffe,arinamaros,2023-04-21 12:05:31,products'
'0355f37a,arinamaros,2023-04-21 11:42:11,images'
'c82952ce,arinamaros,2023-04-21 11:17:50,products page'
'33cf1df9,arinamaros,2023-04-20 23:25:19,login'
'be72156c,arinamaros,2023-04-20 22:56:07,test'
'16a1a023,Shalini,2023-04-20 22:20:52,Merge branch 'main' of https://github.com/TUDublinBlanchBusinessIT/final-year-project-part-2-eventdream'
'48be65bd,Shalini,2023-04-20 22:20:11,attempted moving buttons into place'
'4a304f2e,arinamaros,2023-04-20 22:14:45,fixes'
'5b35da64,arinamaros,2023-04-20 22:12:11,model fixes'
'64be5b20,arinamaros,2023-04-20 22:02:16,model fixes'
'5fcc1335,arinamaros,2023-04-20 21:54:18,calendar fixes'
'2a19f76d,Shalini,2023-04-20 20:25:27,tried fixing blac checkboxes for updating dishes'
'e9f5c367,arinamaros,2023-04-20 01:27:09,events and calendar'
'8b5e1d72,arinamaros,2023-04-17 22:36:41,model and controller changes'
'f03362d3,arinamaros,2023-04-17 10:25:00,customer model fix'
'5e2f329b,arinamaros,2023-04-05 15:11:27,footer'
'2efb817a,arinamaros,2023-04-04 15:50:43,icon fixes'
'db9b3328,arinamaros,2023-04-04 15:41:19,all icons'
'dfc31e0b,arinamaros,2023-04-04 15:27:09,safari and chrome icons'
'a91af251,arinamaros,2023-04-04 14:37:05,safari icon fix'
'4cc838b2,arinamaros,2023-04-04 14:34:36,safari icon'
'4db76715,arinamaros,2023-04-04 14:06:47,customers again'
'2ba3b1f6,arinamaros,2023-04-04 14:04:00,customers'
'2a4f8b0f,arinamaros,2023-04-04 14:01:12,customer'
'66e6e233,arinamaros,2023-04-04 13:42:41,customer'
'6ef07b45,arinamaros,2023-04-03 22:52:43,menuitems'
'0dfce803,arinamaros,2023-04-03 22:50:25,std menu'
'cb832ab9,arinamaros,2023-04-03 22:49:14,menus'
'7332e60d,arinamaros,2023-04-03 22:45:07,venues'
'745e400a,arinamaros,2023-04-03 22:40:28,menus'
'07622682,arinamaros,2023-04-03 22:37:45,checkout'
'7ead6204,arinamaros,2023-04-03 22:33:23,menus'
'3cb58b66,arinamaros,2023-04-03 22:24:01,venueController'
'56dc59b9,arinamaros,2023-04-03 22:17:38,calendar'
'c5ac7139,arinamaros,2023-04-03 22:10:46,venue controller'
'52d4c90f,arinamaros,2023-04-03 22:04:59,venueimages'
'2c24f724,arinamaros,2023-04-03 20:41:19,homepage controller again'
'02fd6a0d,arinamaros,2023-04-03 20:38:25,homepage controller again'
'd65e2522,arinamaros,2023-04-03 20:36:49,homepage controller'
'7cf0e799,arinamaros,2023-04-03 20:34:58,homepage change'
'c179c30c,arinamaros,2023-04-03 20:23:42,git ignore changes'
'1872d71a,arinamaros,2023-04-03 19:35:18,homepage'
'9a59d059,arinamaros,2023-04-03 19:32:34,homepage venueimages'
'7b4378d1,arinamaros,2023-04-03 18:39:50,removed auth:: user from homepage'
'fa09a1ff,arinamaros,2023-04-03 18:14:59,custom menus login change'
'e8bce0e5,arinamaros,2023-04-03 17:49:31,Merge branch 'main' of https://github.com/TUDublinBlanchBusinessIT/final-year-project-part-2-eventdream'
'd69286ab,arinamaros,2023-04-03 17:49:15,test'
'5bedc881,Shalini,2023-04-03 15:47:52,made standardmenu name show and hidden customer and standardmenu ids'
'e1fdfbe2,Shalini,2023-04-03 15:09:50,attempted to make standardmenu name show instead of id'
'69d76322,Shalini,2023-04-03 14:38:31,custom menu and all logs successfully delete by clicking on button along with pop-up confirmation message showing up'
'e86c32da,Shalini,2023-04-03 14:20:37,created checkboxes for starter course when updating custom menu but issue remains unresolved'
'd3d93eda,arinamaros,2023-04-02 22:07:54,favicon'
'3a5eeed8,arinamaros,2023-04-02 22:03:08,Merge branch 'main' of https://github.com/TUDublinBlanchBusinessIT/final-year-project-part-2-eventdream'
'1f1b8071,arinamaros,2023-04-02 22:02:55,upgraded ratings'
'a6da161d,Shalini,2023-04-02 20:38:45,made checkboxes css work for menu items'
'ee441320,Shalini,2023-04-02 18:54:56,created checkbox animation for menu items but issue remaims'
'f67780b7,Shalini,2023-04-02 16:11:32,added cart and checkout in custom menu custshow and ticks icons beside menu items'
'9fd91fbf,arinamaros,2023-04-02 13:21:14,added favicon to tabs'
'a1264d62,arinamaros,2023-04-01 21:21:33,test6'
'90041eff,arinamaros,2023-04-01 21:18:59,test5'
'2838e8f4,arinamaros,2023-04-01 21:10:38,test4'
'924cc9df,arinamaros,2023-04-01 21:03:06,test3'
'a7a5c64a,arinamaros,2023-04-01 20:59:53,test2'
'd8522f96,arinamaros,2023-04-01 20:57:47,test'
'f4341d80,arinamaros,2023-03-31 10:59:24,custom menu details page'
'fd38ceea,arinamaros,2023-03-31 10:17:24,bugs'
'ee89c57d,arinamaros,2023-03-31 06:18:00,booking fixes'
'bc292007,arinamaros,2023-03-31 05:50:32,order page additions'
'8af30983,arinamaros,2023-03-31 05:42:48,menu fixes'
'18a885d9,arinamaros,2023-03-31 02:55:19,css for home and profile'
'2b085d6b,Shalini,2023-03-31 02:12:57,created css for custshow and create custom menu forms'
'ac0ea2b6,arinamaros,2023-03-30 19:39:04,view events'
'08a6189d,Shalini,2023-03-30 19:24:47,created the back button and more info button'
'e19c7d8e,arinamaros,2023-03-30 16:33:26,profile menu edit and show'
